,Age,Gender,Country,Academic_Level,Most_Used_Platform,Purpose_Of_Use,Avg_Daily_Usage_Hours,Daily_Unlocks,Study_Hours,Physical_Activity_Hours,Sleep_Hours_Per_Night,Stress_Level,Mental_Health_Score
3694,23,Female,Other,Graduate,TikTok,Entertainment,2.9,124,5.1,3.0,7.4,Medium,9.0
3695,22,Male,Japan,Undergraduate,Twitter,News,4.3,149,3.4,3.4,7.6,Medium,7.9
3696,24,Male,Malaysia,Graduate,LinkedIn,Education,2.5,114,6.0,1.9,7.2,Low,8.3
3697,20,Female,Switzerland,Undergraduate,Instagram,Entertainment,3.1,128,4.7,1.9,8.5,Low,7.8
3698,22,Male,China,Undergraduate,WeChat,Education,3.9,150,3.6,0.8,8.1,Medium,7.2
3699,21,Male,UK,Undergraduate,Instagram,Entertainment,5.3,184,3.1,2.0,6.1,High,5.9
3700,19,Male,Uzbekistan,Undergraduate,TikTok,Entertainment,5.2,168,2.5,2.3,5.5,High,5.1
3701,19,Male,Other,Undergraduate,TikTok,Entertainment,4.7,152,3.2,1.3,7.1,High,6.2
3702,20,Female,Other,Undergraduate,Twitter,News,5.7,167,2.2,1.9,5.2,High,5.7
3703,19,Female,Japan,Undergraduate,LINE,Education,3.7,137,3.9,2.1,8.2,Medium,7.9
3704,20,Female,Other,Undergraduate,YouTube,Education,5.9,178,1.0,1.6,5.4,Very High,4.2
3705,19,Female,UK,Undergraduate,Snapchat,Entertainment,8.3,244,0.9,1.1,5.3,Very High,4.7
3706,19,Male,Other,Undergraduate,TikTok,Entertainment,7.4,221,1.1,0.7,5.2,Very High,4.0
3707,19,Female,UAE,Undergraduate,Instagram,Entertainment,6.9,235,0.9,1.0,6.2,Very High,4.8
3708,22,Male,Mexico,Undergraduate,Facebook,Networking,6.2,190,2.8,1.0,6.0,Very High,4.9
3709,24,Male,Other,Graduate,Instagram,Entertainment,3.5,141,4.3,2.2,7.5,Medium,8.9
3710,19,Male,Nepal,Undergraduate,TikTok,Entertainment,4.4,161,2.6,2.2,8.0,High,7.0
3711,23,Female,Bahamas,Graduate,LinkedIn,Education,2.5,113,5.6,2.9,7.0,Low,7.4
3712,18,Female,Other,High School,YouTube,Education,6.5,209,1.4,1.5,5.3,High,4.3
3713,23,Female,India,Graduate,Instagram,Entertainment,6.2,206,2.6,1.9,4.5,Very High,5.5
3714,20,Female,Other,Undergraduate,LinkedIn,Education,7.2,232,2.0,1.7,5.7,Very High,4.0
3715,23,Male,Other,Graduate,TikTok,Entertainment,5.3,188,2.8,1.4,6.9,High,7.1
3716,21,Male,Malaysia,Undergraduate,WhatsApp,Networking,5.2,180,3.0,1.7,6.7,High,5.7
3717,21,Male,UK,Undergraduate,YouTube,Education,5.7,192,3.4,0.9,5.0,High,6.2
3718,20,Female,UAE,Undergraduate,Instagram,Entertainment,6.5,221,1.1,1.3,6.2,Very High,4.8
3719,19,Female,Spain,Undergraduate,Instagram,Entertainment,3.8,145,3.9,1.0,8.0,High,5.6
3720,18,Male,Australia,High School,Twitter,News,4.3,143,4.0,1.3,6.2,High,6.5
3721,22,Male,Other,Undergraduate,TikTok,Entertainment,6.0,192,1.1,1.5,5.6,Very High,6.0
3722,24,Female,Other,Graduate,Snapchat,Entertainment,5.5,202,2.5,2.3,6.9,High,6.4
3723,20,Female,Other,Undergraduate,Facebook,Networking,3.0,106,5.0,1.8,8.5,Medium,8.3
3724,24,Female,Other,Graduate,Facebook,Networking,3.6,151,6.2,2.2,7.4,Medium,6.1
3725,23,Male,Other,Graduate,LinkedIn,Education,6.1,213,0.9,1.4,5.6,Very High,4.3
3726,21,Male,Other,Undergraduate,Snapchat,Entertainment,3.8,122,3.8,2.0,7.0,Medium,6.1
3727,19,Female,Spain,Undergraduate,Instagram,Entertainment,4.5,139,2.8,1.4,7.8,Medium,5.9
3728,21,Male,Turkey,Undergraduate,Instagram,Entertainment,4.1,138,1.7,1.2,7.8,Medium,6.1
3729,23,Male,Other,Graduate,Instagram,Entertainment,5.7,207,1.3,1.9,5.2,Very High,5.2
3730,22,Male,Other,Undergraduate,TikTok,Entertainment,5.8,185,2.9,1.8,6.2,High,6.8
3731,21,Male,Pakistan,Undergraduate,Instagram,Entertainment,4.4,139,4.4,2.2,6.9,High,4.8
3732,19,Male,Other,Undergraduate,TikTok,Entertainment,6.8,222,1.4,1.1,5.0,Very High,4.4
3733,22,Male,Russia,Undergraduate,VKontakte,News,4.6,178,3.9,2.1,7.7,Medium,7.3
3734,21,Male,India,Undergraduate,Snapchat,Entertainment,2.7,106,5.9,2.2,7.7,Medium,8.1
3735,19,Female,Japan,Undergraduate,LINE,Entertainment,3.4,147,4.8,2.4,7.8,Medium,8.2
3736,20,Female,Switzerland,Undergraduate,Instagram,Entertainment,3.5,150,5.0,2.5,8.4,Low,8.3
3737,22,Male,USA,Undergraduate,Twitter,News,3.9,159,3.9,2.4,7.6,Medium,8.5
3738,23,Female,India,Graduate,Facebook,Networking,2.9,95,4.4,2.6,7.4,Low,8.8
3739,20,Female,France,Undergraduate,Instagram,Entertainment,4.7,171,3.1,1.8,7.1,High,7.2
3740,23,Female,Other,Graduate,Instagram,Entertainment,7.1,225,1.1,1.8,5.5,Very High,5.4
3741,21,Male,Canada,Undergraduate,YouTube,Education,3.7,146,5.8,1.2,8.9,Low,8.7
3742,18,Male,Other,High School,TikTok,Entertainment,7.7,244,1.1,1.1,6.2,Very High,4.6
3743,22,Female,Other,Undergraduate,Instagram,Entertainment,7.0,201,1.1,1.1,5.9,Very High,4.0
3744,21,Female,UK,Undergraduate,LinkedIn,Education,4.2,139,4.7,1.9,6.6,High,6.4
3745,19,Female,Switzerland,Undergraduate,Instagram,Entertainment,2.1,107,5.0,3.1,9.5,Low,8.3
3746,21,Male,Pakistan,Undergraduate,Instagram,Entertainment,4.5,139,4.4,2.3,6.9,High,5.1
3747,18,Male,Other,High School,TikTok,Entertainment,5.7,203,1.7,2.1,6.0,Very High,4.9
3748,18,Male,Germany,High School,YouTube,Education,6.2,215,2.1,0.9,4.3,Very High,5.1
3749,20,Female,Maldives,Undergraduate,Instagram,Entertainment,3.8,151,2.2,2.6,8.3,Medium,7.8
3750,19,Female,USA,Undergraduate,Instagram,Entertainment,7.0,213,0.7,1.2,6.1,Very High,4.1
3751,20,Female,Estonia,Undergraduate,Instagram,Entertainment,4.2,171,2.8,1.8,5.9,High,6.0
3752,24,Male,Other,Graduate,YouTube,Education,6.7,239,1.6,1.4,5.5,Very High,5.8
3753,19,Male,Other,Undergraduate,YouTube,Education,7.0,239,0.9,0.6,5.5,Very High,5.9
3754,22,Female,Mexico,Undergraduate,Facebook,Networking,6.4,212,0.6,1.4,6.6,High,5.0
3755,22,Female,Other,Undergraduate,YouTube,Education,2.9,121,5.2,2.6,7.9,Low,7.3
3756,20,Female,India,Undergraduate,Snapchat,Entertainment,6.7,207,0.8,0.9,5.7,Very High,4.4
3757,21,Female,Other,Undergraduate,YouTube,Education,3.5,141,4.9,2.4,7.5,Low,7.4
3758,20,Female,Nepal,Undergraduate,TikTok,Entertainment,5.4,185,3.1,1.7,5.7,High,6.1
3759,20,Female,Australia,Undergraduate,Facebook,Networking,4.1,152,4.0,1.7,8.0,Medium,7.2
3760,20,Male,Finland,Undergraduate,Facebook,Networking,4.9,143,3.8,2.1,7.3,High,6.9
3761,24,Male,Other,Graduate,Facebook,Networking,4.2,155,4.0,2.1,6.3,Medium,6.6
3762,21,Male,Canada,Undergraduate,Instagram,Entertainment,4.4,155,3.1,1.6,7.6,Medium,6.2
3763,21,Male,Mexico,Undergraduate,WhatsApp,News,6.1,203,1.4,2.8,5.8,Very High,5.9
3764,21,Male,China,Undergraduate,WeChat,Entertainment,4.1,145,2.7,2.5,7.4,High,6.6
3765,21,Male,North Macedonia,Undergraduate,Snapchat,Entertainment,3.5,150,4.6,1.5,6.7,Medium,7.0
3766,22,Female,Other,Undergraduate,Facebook,Networking,2.5,89,7.2,3.1,9.3,Low,7.1
3767,20,Male,USA,Undergraduate,Twitter,News,5.3,174,2.2,1.7,7.0,High,6.1
3768,23,Female,Other,Graduate,Instagram,Entertainment,7.6,225,0.8,1.4,5.2,Very High,5.5
3769,20,Female,USA,Undergraduate,TikTok,Entertainment,7.3,230,1.4,1.4,5.0,Very High,5.0
3770,20,Female,India,Undergraduate,WhatsApp,Networking,6.9,214,2.0,1.9,5.7,Very High,5.2
3771,24,Male,Other,Graduate,Facebook,Networking,5.8,192,2.0,1.6,6.9,High,6.5
3772,24,Male,Other,Graduate,LinkedIn,Education,3.9,129,4.2,1.7,7.6,Low,9.0
3773,21,Male,France,Undergraduate,Instagram,Entertainment,6.2,204,2.7,1.4,7.0,High,6.3
3774,22,Male,India,Undergraduate,Snapchat,Entertainment,6.1,198,2.8,2.2,4.5,Very High,5.7
3775,22,Male,Other,Undergraduate,TikTok,Entertainment,5.6,185,3.0,1.6,6.3,High,6.2
3776,20,Female,South Korea,Undergraduate,KakaoTalk,Education,4.5,181,4.1,1.8,7.5,High,5.8
3777,22,Male,Other,Undergraduate,YouTube,Education,6.4,203,3.2,1.6,7.0,High,6.5
3778,21,Male,USA,Undergraduate,Facebook,Networking,6.4,203,0.9,0.7,5.5,Very High,5.5
3779,22,Male,Australia,Undergraduate,Facebook,Networking,8.1,228,1.0,1.5,5.0,Very High,5.5
3780,22,Male,Pakistan,Undergraduate,Instagram,Entertainment,4.8,150,3.8,1.2,6.0,High,4.8
3781,24,Male,Other,Graduate,Snapchat,Entertainment,3.5,112,4.9,3.2,7.3,Medium,8.2
3782,20,Male,Spain,Undergraduate,Facebook,Networking,6.6,211,1.0,0.9,5.9,Very High,4.5
3783,20,Female,Switzerland,Undergraduate,Instagram,Entertainment,2.2,93,6.1,2.8,9.7,Low,7.9
3784,20,Male,Other,Undergraduate,LinkedIn,Education,7.9,227,0.9,0.5,4.5,Very High,5.0
3785,19,Female,Brazil,Undergraduate,WhatsApp,Entertainment,6.2,200,2.0,1.3,6.5,High,6.0
3786,24,Male,Other,Graduate,Snapchat,Entertainment,6.0,204,1.4,2.5,4.7,High,5.0
3787,18,Female,Mexico,High School,Instagram,Entertainment,7.0,203,2.4,1.7,5.4,Very High,5.0
3788,22,Male,Other,Undergraduate,Instagram,Entertainment,1.8,101,6.5,2.2,7.4,Medium,8.1
3789,24,Male,Other,Graduate,Snapchat,Entertainment,2.8,115,5.1,1.2,8.6,Medium,7.3
3790,21,Male,Other,Undergraduate,Facebook,Networking,5.9,193,1.4,1.2,6.0,Very High,6.7
3791,19,Female,India,Undergraduate,WhatsApp,Education,6.5,231,1.1,1.5,6.1,Very High,5.1
3792,23,Female,Other,Graduate,TikTok,Entertainment,6.4,213,1.3,1.3,5.8,Very High,4.2
3793,22,Male,Other,Undergraduate,Instagram,Entertainment,4.4,176,3.1,1.7,6.2,High,6.9
3794,20,Male,Other,Undergraduate,LinkedIn,Education,2.0,89,5.1,3.0,7.4,Low,7.6
3795,18,Male,Other,High School,LinkedIn,Education,7.4,242,1.2,0.7,5.1,Very High,4.0
3796,23,Male,Germany,Graduate,TikTok,Entertainment,3.2,106,6.0,3.0,8.9,Low,7.6
3797,18,Male,Other,High School,Snapchat,Entertainment,5.7,172,1.9,1.6,6.4,High,6.0
3798,20,Male,Russia,Undergraduate,Instagram,Entertainment,7.0,213,0.7,0.9,5.7,Very High,4.0
3799,19,Female,Ireland,Undergraduate,Instagram,Entertainment,4.2,138,3.8,1.7,7.5,High,7.1
3800,22,Male,New Zealand,Undergraduate,Instagram,Entertainment,4.3,162,4.1,1.1,7.6,Low,7.2
3801,24,Male,Sweden,Graduate,LinkedIn,Education,1.9,112,7.3,2.8,7.8,Low,7.9
3802,21,Male,UK,Undergraduate,TikTok,Entertainment,4.8,151,2.9,1.4,6.4,High,6.2
3803,18,Male,Other,High School,Snapchat,Entertainment,6.4,194,0.9,1.2,4.9,Very High,5.4
3804,19,Female,Other,Undergraduate,Facebook,Networking,4.1,154,3.4,3.2,6.9,High,6.7
3805,23,Female,Other,Graduate,Facebook,Networking,7.8,251,1.2,0.6,5.4,Very High,4.7
3806,20,Male,Cyprus,Undergraduate,Facebook,Networking,3.9,139,4.3,2.0,6.8,High,7.0
3807,18,Male,Other,High School,Instagram,Entertainment,7.6,221,0.5,2.4,5.4,Very High,5.5
3808,20,Female,Other,Undergraduate,Twitter,News,6.4,227,1.4,1.5,5.2,High,5.7
3809,21,Female,USA,Undergraduate,Snapchat,Entertainment,5.6,181,3.0,0.6,5.4,High,6.3
3810,18,Male,Other,High School,TikTok,Entertainment,8.0,250,1.1,1.7,5.7,Very High,4.5
3811,21,Male,Canada,Undergraduate,Instagram,Entertainment,4.3,182,3.3,2.3,7.1,Medium,7.1
3812,21,Female,Turkey,Undergraduate,TikTok,Entertainment,7.0,234,1.3,1.6,6.2,Very High,5.0
3813,22,Male,Canada,Undergraduate,TikTok,Entertainment,4.3,140,3.4,1.2,7.4,High,5.7
3814,21,Female,Germany,Undergraduate,Facebook,Networking,4.5,142,3.9,1.9,6.7,High,6.4
3815,20,Male,India,Undergraduate,LinkedIn,Education,7.3,225,1.0,1.1,5.5,Very High,5.4
3816,23,Male,Other,Graduate,TikTok,Entertainment,3.1,139,4.8,1.7,8.6,Medium,7.3
3817,22,Male,Other,Undergraduate,Facebook,Networking,4.3,155,3.7,2.0,6.1,High,6.6
3818,20,Female,Australia,Undergraduate,Instagram,Entertainment,4.5,157,3.8,1.8,7.5,High,6.8
3819,18,Male,Belgium,High School,TikTok,Entertainment,4.9,182,1.3,1.8,5.4,Very High,5.1
3820,22,Male,Malaysia,Undergraduate,WhatsApp,Networking,5.9,178,3.4,0.8,6.7,Medium,6.0
3821,20,Female,Other,Undergraduate,Facebook,Networking,6.4,220,1.3,1.3,5.9,Very High,4.4
3822,21,Male,Maldives,Undergraduate,TikTok,Entertainment,5.7,169,2.7,1.9,6.2,High,5.7
3823,20,Female,Finland,Undergraduate,Instagram,Entertainment,4.7,160,3.0,1.2,7.3,High,6.7
3824,23,Male,Canada,Graduate,Instagram,Entertainment,5.5,182,2.6,1.1,6.7,High,5.7
3825,20,Female,USA,Undergraduate,Twitter,News,4.9,176,1.5,2.0,6.5,High,7.2
3826,19,Female,Japan,Undergraduate,LINE,News,2.8,126,4.4,2.4,8.5,Medium,8.1
3827,18,Female,Other,High School,LinkedIn,Education,4.9,177,2.6,2.4,6.5,High,6.2
3828,21,Male,Turkey,Undergraduate,Instagram,Entertainment,5.2,168,3.1,1.6,7.1,Very High,5.8
3829,19,Female,Ireland,Undergraduate,Instagram,Entertainment,4.4,135,3.4,2.2,7.3,Medium,7.0
3830,23,Male,Sri Lanka,Graduate,LinkedIn,Education,2.3,107,4.6,2.4,7.4,Low,8.0
3831,22,Male,Mexico,Undergraduate,WhatsApp,News,5.7,191,1.6,1.1,6.5,High,5.7
3832,22,Male,India,Undergraduate,Twitter,News,5.5,182,1.7,1.1,7.3,High,6.9
3833,21,Female,Other,Undergraduate,Instagram,Entertainment,5.4,177,1.0,1.3,5.3,Very High,5.0
3834,24,Male,Other,Graduate,LinkedIn,Education,4.1,131,4.4,1.7,7.4,Low,8.8
3835,22,Male,Denmark,Undergraduate,Facebook,Networking,3.7,138,2.2,2.2,7.8,Medium,7.8
3836,18,Male,Australia,High School,Facebook,Networking,4.5,144,3.6,2.6,6.2,Medium,6.4
3837,19,Female,Qatar,Undergraduate,TikTok,Entertainment,5.1,150,1.1,0.8,5.4,High,6.2
3838,18,Male,India,High School,Instagram,Entertainment,6.8,195,1.3,1.3,4.5,Very High,4.1
3839,19,Female,Spain,Undergraduate,Instagram,Entertainment,3.8,145,4.0,1.3,8.1,High,6.2
3840,21,Female,Germany,Undergraduate,YouTube,Education,3.9,141,5.1,1.6,8.4,Low,8.9
3841,20,Female,Netherlands,Undergraduate,Snapchat,Entertainment,5.0,176,3.5,1.8,5.9,High,6.0
3842,19,Male,Other,Undergraduate,TikTok,Entertainment,6.1,209,1.3,0.9,4.8,Very High,4.6
3843,21,Male,Georgia,Undergraduate,LinkedIn,Education,2.9,135,4.2,2.4,7.3,Low,7.8
3844,19,Female,Other,Undergraduate,Facebook,Networking,5.2,186,3.3,2.5,6.6,High,6.5
3845,24,Male,India,Graduate,Facebook,Networking,3.7,142,3.1,3.2,6.0,Medium,6.9
3846,19,Female,Sri Lanka,Undergraduate,Facebook,Networking,4.6,159,3.7,1.2,9.2,Medium,7.2
3847,22,Male,Russia,Undergraduate,VKontakte,Education,3.6,157,5.8,1.6,7.7,Medium,6.8
3848,21,Male,Canada,Undergraduate,Instagram,Entertainment,5.0,181,1.7,1.8,7.1,High,6.2
3849,20,Female,Sri Lanka,Undergraduate,Facebook,Networking,4.3,158,3.4,2.9,8.4,Medium,6.7
3850,18,Male,Other,High School,Instagram,Entertainment,3.5,119,3.5,1.5,6.2,Medium,6.8
3851,20,Male,Nepal,Undergraduate,Facebook,Networking,4.5,144,3.9,1.3,7.5,High,7.3
3852,24,Male,Other,Graduate,Snapchat,Entertainment,6.7,219,3.6,0.7,5.3,Very High,5.1
3853,22,Male,Venezuela,Undergraduate,Facebook,Networking,3.2,120,4.5,2.9,6.7,Medium,7.2
3854,19,Male,Uzbekistan,Undergraduate,TikTok,Entertainment,5.5,198,1.5,1.2,5.5,Very High,5.0
3855,20,Female,Nepal,Undergraduate,TikTok,Entertainment,6.1,193,2.3,0.6,4.8,Very High,5.9
3856,20,Female,Australia,Undergraduate,Facebook,Networking,3.9,168,3.7,1.2,7.4,Low,6.8
3857,24,Female,Other,Graduate,YouTube,Education,7.3,246,0.8,0.5,5.8,Very High,4.6
3858,21,Female,Maldives,Undergraduate,Instagram,Entertainment,3.2,111,4.6,2.8,8.9,Medium,7.8
3859,19,Female,Other,Undergraduate,LinkedIn,Education,6.0,202,0.9,2.0,5.5,High,3.7
3860,19,Male,Other,Undergraduate,LinkedIn,Education,3.1,136,3.4,2.2,8.8,Medium,8.4
3861,20,Female,France,Undergraduate,Instagram,Entertainment,3.1,122,4.3,2.4,8.6,Low,7.0
3862,23,Female,Italy,Graduate,Twitter,News,4.4,161,3.7,1.3,7.2,High,7.4
3863,18,Male,Other,High School,LinkedIn,Education,6.9,219,1.0,1.5,6.1,Very High,4.7
3864,19,Female,Japan,Undergraduate,LINE,Education,3.6,143,5.3,2.6,8.1,Medium,8.3
3865,21,Female,Maldives,Undergraduate,Instagram,Entertainment,3.7,156,6.0,3.1,8.1,Medium,8.0
3866,21,Male,Australia,Undergraduate,Instagram,Entertainment,5.4,198,4.1,1.7,7.8,Medium,6.8
3867,23,Female,Germany,Graduate,Instagram,Entertainment,6.7,226,2.6,1.0,4.6,Very High,5.9
3868,20,Female,Germany,Undergraduate,Snapchat,Entertainment,8.4,244,0.7,1.1,5.0,Very High,3.7
3869,22,Male,Bangladesh,Undergraduate,Facebook,Networking,4.7,172,3.2,2.4,6.7,High,4.6
3870,22,Female,Other,Undergraduate,YouTube,Education,4.9,140,3.6,1.2,6.5,Medium,6.1
3871,21,Male,Canada,Undergraduate,Instagram,Entertainment,4.4,168,3.3,2.3,7.8,High,6.0
3872,19,Female,Ireland,Undergraduate,Instagram,Entertainment,3.6,120,4.5,1.7,8.8,Low,7.0
3873,22,Male,Nepal,Undergraduate,Facebook,Networking,4.1,128,4.1,2.5,7.8,Medium,6.9
3874,19,Male,India,Undergraduate,Facebook,Networking,3.8,120,3.8,1.6,8.9,Medium,7.7
3875,21,Male,Italy,Undergraduate,Instagram,Entertainment,5.5,186,2.4,3.4,6.9,High,4.7
3876,22,Male,Australia,Undergraduate,YouTube,Education,6.4,210,1.0,2.3,5.6,Very High,5.0
3877,19,Female,Switzerland,Undergraduate,Instagram,Entertainment,3.1,106,4.1,1.3,8.6,Medium,8.4
3878,22,Male,Poland,Undergraduate,Facebook,Networking,4.0,151,4.6,2.6,8.3,Medium,6.7
3879,18,Female,Other,High School,YouTube,Education,7.6,244,1.0,1.8,5.8,Very High,4.6
3880,22,Male,Australia,Undergraduate,Snapchat,Entertainment,5.7,189,0.8,1.2,7.5,High,7.0
3881,18,Male,Other,High School,Snapchat,Entertainment,6.9,220,1.3,1.6,5.7,Very High,5.1
3882,20,Female,Other,Undergraduate,YouTube,Education,5.5,207,2.2,0.0,5.1,Very High,5.7
3883,21,Female,India,Undergraduate,YouTube,Education,7.0,233,1.0,1.1,5.1,Very High,4.9
3884,22,Female,Spain,Undergraduate,TikTok,Entertainment,6.4,210,1.7,0.9,6.0,Very High,5.0
3885,21,Male,Canada,Undergraduate,YouTube,Education,3.6,146,5.5,1.3,9.0,Low,8.5
3886,20,Male,Other,Undergraduate,Snapchat,Entertainment,1.9,86,5.6,1.9,8.5,Low,7.4
3887,19,Female,Ireland,Undergraduate,Instagram,Entertainment,6.2,208,2.5,2.3,6.6,High,6.1
3888,21,Female,USA,Undergraduate,Twitter,News,5.4,179,2.1,2.0,6.8,High,5.9
3889,24,Male,USA,Graduate,Twitter,News,5.5,164,3.8,1.6,6.6,High,6.0
3890,20,Female,Netherlands,Undergraduate,Instagram,Entertainment,3.4,120,5.5,2.9,8.7,Low,8.0
3891,21,Male,Malaysia,Undergraduate,WhatsApp,Education,5.8,173,1.2,1.5,6.5,High,5.8
3892,20,Female,Other,Undergraduate,TikTok,Entertainment,3.4,121,3.5,1.9,8.4,Low,7.4
3893,19,Male,India,Undergraduate,Facebook,Networking,3.5,120,4.2,1.6,8.7,Medium,8.2
3894,19,Female,UAE,Undergraduate,Instagram,Entertainment,7.0,235,0.9,1.2,6.0,Very High,4.9
3895,21,Male,Canada,Undergraduate,Twitter,News,1.8,92,6.0,2.2,8.7,Low,7.0
3896,21,Female,Other,Undergraduate,TikTok,Entertainment,7.3,249,1.2,1.2,4.7,Very High,4.6
3897,24,Female,Other,Graduate,LinkedIn,Education,3.6,140,4.6,3.1,8.5,Low,7.9
3898,22,Female,Russia,Undergraduate,Instagram,Entertainment,6.7,195,1.0,1.2,6.0,High,3.9
3899,21,Male,USA,Undergraduate,TikTok,Entertainment,5.7,176,1.4,1.3,5.5,High,5.1
3900,20,Male,Other,Undergraduate,TikTok,Entertainment,6.6,209,2.3,1.8,5.2,Very High,5.1
3901,21,Female,UK,Undergraduate,Twitter,News,6.2,211,1.1,1.7,6.1,Very High,5.1
3902,20,Female,Maldives,Undergraduate,Instagram,Entertainment,3.8,151,2.3,2.7,8.6,Medium,7.9
3903,23,Male,Canada,Graduate,Instagram,Entertainment,5.4,181,0.7,1.7,7.1,High,6.0
3904,21,Male,Other,Undergraduate,Instagram,Entertainment,5.4,183,2.2,1.7,6.8,High,6.7
3905,20,Male,Finland,Undergraduate,Facebook,Networking,4.6,143,3.8,1.6,7.3,High,7.2
3906,18,Male,Other,High School,Snapchat,Entertainment,7.1,241,2.0,1.4,4.6,Very High,5.3
3907,22,Male,Denmark,Undergraduate,Facebook,Networking,3.0,117,4.8,2.7,8.6,Low,8.4
3908,19,Male,Other,Undergraduate,Facebook,Networking,5.4,192,2.2,1.5,6.8,High,6.7
3909,18,Male,Other,High School,Instagram,Entertainment,3.7,119,3.7,1.5,6.1,Medium,6.4
3910,23,Male,Turkey,Graduate,Instagram,Entertainment,6.4,213,1.3,0.5,5.8,Very High,4.8
3911,21,Female,India,Undergraduate,TikTok,Entertainment,3.8,149,2.8,2.5,6.1,High,6.9
3912,19,Female,Other,Undergraduate,LinkedIn,Education,4.7,169,4.0,1.7,7.1,High,6.7
3913,23,Female,Other,Graduate,YouTube,Education,2.7,120,5.9,2.6,7.2,Medium,8.6
3914,20,Female,South Korea,Undergraduate,KakaoTalk,Entertainment,4.7,162,5.0,1.6,7.1,High,6.0
3915,18,Female,UK,High School,LinkedIn,Education,4.4,163,5.1,2.0,7.0,High,5.9
3916,22,Female,Other,Undergraduate,TikTok,Entertainment,5.4,185,2.1,2.1,6.4,Medium,6.7
3917,18,Male,Other,High School,Snapchat,Entertainment,6.0,212,2.6,2.0,5.1,Very High,5.2
3918,21,Male,China,Undergraduate,WeChat,Education,4.3,138,3.8,2.4,8.3,High,7.0
3919,21,Female,Kazakhstan,Undergraduate,Snapchat,Entertainment,4.9,156,3.4,1.9,5.7,High,5.8
3920,19,Male,India,Undergraduate,LinkedIn,Education,5.6,170,1.0,1.8,7.3,High,6.7
3921,22,Female,Germany,Undergraduate,Snapchat,Entertainment,6.8,194,1.3,1.3,4.9,Very High,5.4
3922,22,Female,Other,Undergraduate,YouTube,Education,6.7,197,0.7,0.8,5.0,Very High,3.9
3923,21,Male,Other,Undergraduate,Twitter,News,5.9,192,1.6,2.1,5.5,High,4.7
3924,21,Male,Other,Undergraduate,Facebook,Networking,5.7,176,2.2,1.7,4.3,Very High,4.7
3925,22,Male,India,Undergraduate,WhatsApp,News,5.8,198,3.1,1.3,6.3,High,5.0
3926,24,Male,Other,Graduate,Snapchat,Entertainment,1.4,68,5.9,2.9,9.1,Low,7.2
3927,20,Female,Other,Undergraduate,Instagram,Entertainment,1.8,111,7.3,3.1,8.1,Low,8.0
3928,18,Male,India,High School,Instagram,Entertainment,6.7,195,0.9,1.8,4.9,Very High,4.0
3929,21,Male,India,Undergraduate,Snapchat,Entertainment,2.6,107,4.4,2.5,7.3,Low,8.2
3930,20,Female,Australia,Undergraduate,Instagram,Entertainment,4.2,141,3.9,1.6,7.4,High,7.2
3931,19,Female,Japan,Undergraduate,LINE,News,3.2,139,3.4,2.1,8.1,Low,8.1
3932,21,Male,Georgia,Undergraduate,LinkedIn,Education,3.1,135,4.6,2.6,7.0,Low,8.0
3933,20,Female,France,Undergraduate,Instagram,Entertainment,4.1,162,3.2,1.6,8.1,Medium,6.9
3934,24,Male,Australia,Graduate,Snapchat,Entertainment,3.9,131,3.8,2.5,8.6,Medium,8.5
3935,24,Female,Other,Graduate,Snapchat,Entertainment,5.9,202,2.6,2.2,6.8,High,6.5
3936,21,Male,Canada,Undergraduate,Instagram,Entertainment,4.8,164,2.3,1.8,7.3,High,6.1
3937,21,Male,Australia,Undergraduate,Instagram,Entertainment,6.0,198,4.4,1.3,7.2,Medium,7.0
3938,22,Female,Other,Undergraduate,TikTok,Entertainment,7.0,228,1.2,0.6,4.8,Very High,6.1
3939,22,Male,India,Undergraduate,Facebook,Networking,3.3,140,3.8,2.0,8.8,Low,8.4
3940,22,Female,Other,Undergraduate,Instagram,Entertainment,4.5,148,3.1,2.2,6.8,High,6.5
3941,23,Male,Other,Graduate,LinkedIn,Education,6.4,213,1.2,1.6,5.0,Very High,4.3
3942,23,Female,Canada,Graduate,Snapchat,Entertainment,5.7,170,0.8,1.8,7.1,High,6.6
3943,22,Male,Denmark,Undergraduate,Facebook,Networking,3.3,127,4.9,1.8,8.3,Medium,8.0
3944,22,Female,UK,Undergraduate,Snapchat,Entertainment,4.1,135,4.5,1.4,6.5,Medium,6.1
3945,22,Male,Pakistan,Undergraduate,Instagram,Entertainment,3.7,139,3.6,1.3,7.6,Medium,4.8
3946,22,Male,Mexico,Undergraduate,WhatsApp,Networking,6.9,219,1.2,1.6,5.5,Very High,5.7
3947,18,Female,Other,High School,TikTok,Entertainment,3.7,114,3.8,2.0,7.0,Medium,6.5
3948,23,Female,Taiwan,Graduate,LinkedIn,Education,2.6,95,6.4,3.0,7.3,Medium,7.8
3949,20,Male,Russia,Undergraduate,Instagram,Entertainment,6.7,230,0.8,2.2,5.8,Very High,4.0
3950,18,Female,USA,High School,Twitter,News,3.9,123,1.9,2.1,8.2,Medium,7.2
3951,20,Male,UK,Undergraduate,Instagram,Entertainment,7.7,223,1.1,1.2,5.3,Very High,5.1
3952,23,Male,Other,Graduate,Twitter,News,8.4,241,1.3,1.0,5.8,Very High,5.0
3953,21,Female,Other,Undergraduate,Facebook,Networking,3.2,135,3.9,1.8,8.1,Low,8.8
